User_ID,Age,Review Text,Recommended IND,Positive Feedback Count
19878,20,,1,0
19879,67,,1,0
19880,49,,1,1
19881,41,,1,0
19882,45,,1,2
19883,56,,1,2
19884,54,,1,0
19885,39,,0,0
19886,46,,1,0
19887,46,,1,0
19888,46,,1,0
19889,62,,1,8
19890,55,,1,0
19891,77,,0,0
19892,58,,1,0
19893,34,,1,0
19894,28,,1,10
19895,40,,0,2
19896,50,,1,1
19897,33,,1,0
19898,35,,1,0
19899,67,,0,0
19900,38,,1,1
19901,33,,0,26
19902,51,,1,12
19903,24,,0,1
19904,66,,1,2
19905,66,,1,0
19906,36,,1,0
19907,51,,1,0
19908,36,,1,10
19909,40,,1,0
19910,26,,1,0
19911,44,,1,0
19912,48,,1,0
19913,35,,1,0
19914,30,,1,1
19915,78,,1,0
19916,42,,1,0
19917,35,,1,0
19918,36,,1,2
19919,55,,1,0
19920,63,,1,2
19921,36,,1,0
19922,37,,0,0
19923,34,,1,0
19924,44,,1,0
19925,44,,1,5
19926,52,,1,7
19927,41,,1,0
19928,30,,1,0
19929,59,,1,0
19930,34,,1,1
19931,23,,0,0
19932,51,,1,3
19933,30,,1,0
19934,32,,1,0
19935,39,,1,4
19936,37,,1,0
19937,49,,1,0
19938,40,,1,5
19939,56,,1,6
19940,39,,1,0
19941,38,,0,1
19942,39,,1,1
19943,39,,1,0
19944,44,,1,3
19945,46,,0,9
19946,39,,0,4
19947,47,,1,2
19948,51,,1,2
19949,55,,1,0
19950,46,,1,0
19951,34,,1,0
19952,31,,1,3
19953,36,,1,3
19954,33,,1,1
19955,51,,1,2
19956,41,,1,9
19957,56,,1,8
19958,34,,0,14
19959,58,,1,1
19960,53,,1,1
19961,33,,0,19
19962,31,,1,0
19963,49,,1,2
19964,32,,1,3
19965,32,,0,0
19966,21,,1,4
19967,45,,1,4
19968,32,,1,0
19969,36,,1,3
19970,57,,1,0
19971,40,,1,0
19972,46,,1,2
19973,43,,1,3
19974,44,,1,0
19975,43,,1,5
19976,35,,1,1
19977,45,,0,1
19978,24,,1,2
19979,34,,1,5
19980,45,,1,2
19981,43,,1,4
19982,45,,1,3
19983,45,,1,0
19984,33,,1,0
19985,33,,0,13
19986,41,,1,1
19987,33,,1,0
19988,29,,1,2
19989,47,,1,0
19990,63,,1,0
19991,53,,1,1
19992,49,,1,0
19993,39,,1,1
19994,38,,1,0
19995,34,,1,0
19996,54,,1,0
19997,45,,1,1
19998,64,,1,0
19999,45,,1,1
20000,31,,1,2
20001,39,,0,1
20002,31,,0,14
20003,29,,0,0
20004,34,,1,0
20005,46,,1,3
20006,33,,1,6
20007,53,,1,7
20008,45,,0,1
20009,47,,1,5
20010,33,,1,1
20011,56,,0,3
20012,29,,1,1
20013,34,,1,1
20014,61,,1,0
20015,41,,1,0
20016,27,,1,11
20017,58,,1,0
20018,24,,0,0
20019,43,,0,1
20020,49,,1,6
20021,46,,1,1
20022,54,,1,0
20023,27,,0,7
20024,45,,1,0
20025,29,,1,0
20026,25,,1,0
20027,54,,0,2
20028,47,,1,1
20029,37,,0,8
20030,32,,0,0
20031,28,,1,5
20032,34,,1,0
20033,32,,1,0
20034,71,,1,1
20035,35,,1,6
20036,44,,1,0
20037,62,,1,0
20038,36,,1,0
20039,57,,0,12
20040,42,,1,0
20041,51,,0,11
20042,41,,1,0
20043,83,,1,0
20044,47,,0,0
20045,31,,1,0
20046,39,,1,0
20047,34,,1,0
20048,22,,1,0
20049,24,,1,0
20050,43,,1,0
20051,35,,0,0
20052,65,,1,0
20053,23,,1,0
20054,40,,1,0
20055,60,,1,0
20056,49,,0,12
20057,38,,1,1
20058,48,,1,0
20059,65,,1,0
20060,60,,0,5
20061,36,,1,0
20062,34,,1,0
20063,65,,1,0
20064,58,,1,0
20065,24,,1,0
20066,27,,1,2
20067,41,,1,0
20068,40,,1,4
20069,60,,1,3
20070,27,,1,0
20071,23,,1,1
20072,36,,1,2
20073,53,,1,0
20074,36,,1,0
20075,42,,1,0
20076,26,,1,0
20077,83,,1,6
20078,53,,1,0
20079,39,,1,0
20080,31,,0,3
20081,24,,1,0
20082,70,,1,12
20083,37,,1,2
20084,32,,1,4
20085,50,,0,0
20086,32,,0,0
20087,26,,0,1
20088,50,,1,0
20089,49,,1,0
20090,24,,1,2
20091,57,,0,21
20092,32,,1,0
20093,32,,1,0
20094,46,,1,3
20095,29,,1,0
20096,26,,1,1
20097,37,,1,4
20098,46,,0,3
20099,26,,1,2
20100,48,,1,1
20101,50,,1,2
20102,20,,1,0
20103,38,,0,3
20104,37,,1,0
20105,41,,1,2
20106,65,,0,1
20107,47,,0,0
20108,37,,1,0
20109,39,,1,1
20110,25,,0,1
20111,36,,0,0
20112,33,,1,0
20113,44,,1,0
20114,46,,1,0
20115,52,,1,2
20116,40,,1,0
20117,37,,1,0
20118,39,,1,7
20119,32,,1,0
20120,30,,1,1
20121,45,,1,2
20122,20,,1,0
20123,46,,0,2
20124,66,,1,4
20125,44,,1,2
20126,36,,1,0
20127,41,,1,2
20128,35,,0,0
20129,46,,1,7
20130,39,,1,0
20131,30,,1,0
20132,39,,1,0
20133,30,,0,0
20134,50,,1,4
20135,52,,1,1
20136,43,,1,0
20137,32,,1,0
20138,38,,0,0
20139,39,,1,0
20140,53,,1,0
20141,66,,1,0
20142,39,,1,0
20143,44,,0,13
20144,33,,1,3
20145,57,,0,4
20146,35,,1,0
20147,47,,0,3
20148,50,,0,0
20149,46,,1,0
20150,48,,1,4
20151,30,,1,0
20152,27,,1,0
20153,54,,1,9
20154,44,,0,0
20155,42,,1,4
20156,65,,1,3
20157,35,,1,0
20158,73,,1,0
20159,44,,1,0
20160,29,,1,12
20161,43,,0,14
20162,38,,1,0
20163,37,,0,0
20164,29,,1,0
20165,49,,1,0
20166,28,,1,0
20167,38,,1,11
20168,54,,1,10
20169,27,,1,1
20170,39,,1,0
20171,35,,1,0
20172,46,,1,4
20173,35,,1,1
20174,19,,1,3
20175,33,,1,0
20176,56,,1,16
20177,45,,1,0
20178,29,,1,0
20179,42,,0,0
20180,33,,1,12
20181,32,,1,0
20182,46,,0,3
20183,37,,0,0
20184,27,,1,0
20185,44,,1,1
20186,53,,1,0
20187,56,,0,0
20188,39,,0,0
20189,56,,1,0
20190,52,,1,0
20191,35,,1,0
20192,33,,1,3
20193,43,,1,0
20194,31,,1,5
20195,39,,1,0
20196,39,,1,0
20197,50,,1,5
20198,43,,1,0
20199,41,,1,1
20200,29,,1,0
20201,58,,1,0
20202,25,,1,0
20203,44,,0,5
20204,56,,1,2
20205,47,,0,0
20206,34,,1,0
20207,33,,1,27
20208,30,,1,2
20209,26,,1,0
20210,51,,1,0
20211,24,,0,0
20212,41,,1,1
20213,51,,1,10
20214,59,,0,2
20215,57,,1,0
20216,64,,0,1
20217,48,,0,0
20218,47,,1,1
20219,39,,1,0
20220,35,,1,0
20221,21,,1,0
20222,37,,0,0
20223,38,,1,12
20224,62,,1,0
20225,32,,0,0
20226,41,,0,0
20227,45,,1,4
20228,22,,1,0
20229,48,,1,2
20230,67,,1,1
20231,58,,1,0
20232,47,,1,4
20233,48,,1,0
20234,43,,1,0
20235,35,,1,8
20236,56,,1,7
20237,50,,1,0
20238,31,,1,4
20239,58,,1,2
20240,30,,0,5
20241,25,,1,0
20242,30,,1,0
20243,48,,1,1
20244,33,,1,0
20245,39,,1,0
20246,59,,1,9
20247,50,,1,0
20248,41,,1,0
20249,36,,1,0
20250,40,,1,0
20251,68,,1,1
20252,57,,1,2
20253,50,,1,2
20254,65,,0,3
20255,62,,1,13
20256,30,,1,0
20257,62,,1,0
20258,46,,1,0
20259,33,,1,3
20260,32,,0,1
20261,38,,1,7
20262,63,,1,0
20263,65,,1,2
20264,45,,1,1
20265,33,,1,4
20266,68,,1,0
20267,22,,1,0
20268,27,,1,0
20269,35,,1,0
20270,55,,1,8
20271,32,,1,0
20272,34,,1,4
20273,36,,1,3
20274,20,,1,0
20275,31,,1,0
20276,61,,1,0
20277,35,,1,13
20278,46,,1,12
20279,25,,1,1
20280,48,,1,4
20281,48,,1,0
20282,32,,1,0
20283,38,,0,0
20284,37,,1,0
20285,33,,1,0
20286,61,,1,3
20287,39,,0,5
20288,27,,1,0
20289,37,,0,1
20290,52,,1,0
20291,39,,1,0
20292,47,,0,12
20293,39,,1,0
20294,59,,1,0
20295,27,,1,20
20296,37,,1,0
20297,51,,1,6
20298,66,,1,0
20299,35,,0,5
20300,29,,1,3
20301,26,,0,2
20302,41,,1,3
20303,42,,1,2
20304,40,,1,0
20305,34,,1,1
20306,23,,1,1
20307,38,,1,0
20308,36,,1,4
20309,53,,1,0
20310,68,,0,1
20311,33,,1,1
20312,33,,1,1
20313,33,,1,1
20314,61,,1,1
20315,33,,1,1
20316,53,,1,2
20317,68,,1,1
20318,53,,1,11
20319,25,,1,0
20320,33,,1,2
20321,50,,1,11
20322,67,,1,0
20323,33,,1,8
20324,27,,0,0
20325,56,,1,3
20326,29,,0,0
20327,51,,1,4
20328,26,,1,23
20329,46,,1,0
20330,46,,1,4
20331,38,,0,3
20332,44,,1,1
20333,52,,1,0
20334,55,,1,0
20335,40,,1,3
20336,56,,1,1
20337,31,,0,1
20338,52,,1,0
20339,35,,1,2
20340,48,,1,26
20341,26,,1,2
20342,35,,1,0
20343,34,,0,2
20344,54,,0,2
20345,30,,1,0
20346,47,,1,1
20347,66,,1,0
20348,23,,1,4
20349,39,,1,1
20350,50,,1,4
20351,54,,0,13
20352,41,,1,5
20353,44,,1,0
20354,36,,1,3
20355,52,,1,0
20356,36,,1,3
20357,65,,1,0
20358,48,,1,6
20359,24,,1,1
20360,32,,1,0
20361,37,,1,0
20362,39,,1,0
20363,58,,1,0
20364,47,,1,1
20365,43,,1,1
20366,33,,1,3
20367,47,,1,0
20368,43,,1,0
20369,57,,1,1
20370,65,,1,1
20371,40,,1,1
20372,69,,1,0
20373,43,,1,1
20374,56,,1,4
20375,42,,1,0
20376,26,,1,0
20377,56,,1,0
20378,29,,1,0
20379,61,,1,0
20380,33,,1,1
20381,37,,1,0
20382,22,,1,0
20383,40,,1,6
20384,67,,1,0
20385,62,,1,0
20386,25,,1,0
20387,57,,0,17
20388,67,,1,0
20389,36,,1,1
20390,60,,1,3
20391,23,,1,6
20392,26,,1,0
20393,30,,0,0
20394,44,,1,1
20395,51,,0,0
20396,64,,1,17
20397,34,,1,0
20398,24,,1,0
20399,49,,1,0
20400,55,,1,4
20401,42,,1,1
20402,30,,1,1
20403,32,,0,1
20404,44,,0,1
20405,33,,0,0
20406,70,,0,42
20407,21,,1,1
20408,29,,1,4
20409,37,,1,0
20410,40,,1,1
20411,30,,1,0
20412,29,,1,2
20413,83,,1,3
20414,30,,0,5
20415,35,,1,2
20416,58,,1,1
20417,49,,1,2
20418,30,,0,20
20419,28,,0,11
20420,63,,1,6
20421,39,,1,1
20422,23,,1,0
20423,34,,0,2
20424,22,,1,2
20425,31,,1,0
20426,29,,0,0
20427,51,,1,4
20428,41,,1,3
20429,48,,1,0
20430,56,,1,0
20431,30,,1,0
20432,38,,0,1
20433,34,,0,19
20434,43,,1,1
20435,57,,0,0
20436,51,,1,2
20437,53,,0,1
20438,38,,1,7
20439,36,,1,0
20440,55,,1,0
20441,34,,1,0
20442,26,,1,1
20443,29,,0,2
20444,51,,1,1
20445,22,,1,0
20446,59,,1,10
20447,49,,1,1
20448,53,,1,9
20449,33,,1,0
20450,33,,1,9
20451,39,,0,0
20452,39,,0,8
20453,39,,1,0
20454,40,,1,0
20455,43,,1,2
20456,36,,1,0
20457,54,,1,0
20458,24,,1,0
20459,69,,0,0
20460,83,,1,0
20461,46,,1,0
20462,21,,0,0
20463,30,,0,7
20464,72,,1,2
20465,48,,0,0
20466,38,,1,0
20467,38,,1,2
20468,50,,0,1
20469,47,,1,1
20470,50,,0,3
20471,66,,1,1
20472,30,,1,0
20473,44,,1,0
20474,26,,0,0
20475,53,,1,0
20476,52,,0,23
20477,34,,0,0
20478,35,,1,8
20479,44,,1,3
20480,31,,1,0
20481,37,,1,0
20482,25,,1,0
20483,40,,1,2
20484,56,,1,1
20485,43,,1,1
20486,43,,1,2
20487,31,,1,0
20488,37,,1,0
20489,23,,1,1
20490,41,,1,14
20491,60,,1,0
20492,47,,1,0
20493,42,,1,1
20494,47,,0,0
20495,59,,0,0
20496,45,,1,0
20497,55,,1,0
20498,53,,0,7
20499,59,,1,1
20500,35,,1,0
20501,48,,1,31
20502,61,,0,1
20503,35,,0,0
20504,39,,1,0
20505,48,,1,2
20506,40,,0,0
20507,49,,1,0
20508,58,,1,0
20509,43,,1,0
20510,45,,1,0
20511,56,,1,26
20512,60,,0,1
20513,35,,0,8
20514,40,,1,0
20515,27,,1,2
20516,37,,1,2
20517,53,,1,15
20518,36,,0,8
20519,26,,1,12
20520,31,,1,0
20521,73,,1,1
20522,27,,1,0
20523,56,,0,0
20524,56,,0,2
20525,34,,1,0
20526,52,,1,0
20527,36,,1,0
20528,43,,0,2
20529,48,,1,0
20530,41,,0,3
20531,36,,1,2
20532,33,,1,1
20533,28,,1,0
20534,65,,1,0
20535,58,,1,1
20536,43,,1,0
20537,26,,1,0
20538,37,,1,0
20539,75,,1,10
20540,24,,0,4
20541,52,,1,4
20542,38,,1,2
20543,35,,1,1
20544,46,,1,0
20545,39,,1,0
20546,62,,1,1
20547,66,,1,0
20548,64,,1,0
20549,25,,0,0
20550,54,,1,0
20551,30,,1,0
20552,31,,1,0
20553,25,,1,0
20554,41,,1,0
20555,29,,0,0
20556,24,,1,0
20557,56,,1,1
20558,38,,0,1
20559,34,,0,3
20560,24,,1,0
20561,28,,1,1
20562,31,,1,0
20563,40,,0,3
20564,39,,1,0
20565,44,,0,17
20566,28,,0,0
20567,27,,0,3
20568,25,,1,0
20569,32,,1,0
20570,59,,0,7
20571,46,,0,1
20572,40,,1,0
20573,65,,1,0
20574,61,,1,18
20575,31,,0,0
20576,34,,1,2
20577,42,,1,0
20578,36,,1,29
20579,39,,1,0
20580,46,,1,1
20581,38,,1,1
20582,56,,0,3
20583,39,,1,1
20584,32,,1,0
20585,52,,1,0
20586,66,,0,0
20587,43,,1,0
20588,63,,0,1
20589,48,,1,1
20590,36,,1,5
20591,25,,1,3
20592,40,,1,0
20593,66,,1,1
20594,45,,1,1
20595,20,,1,0
20596,30,,1,5
20597,45,,1,0
20598,32,,0,2
20599,53,,1,2
20600,35,,1,0
20601,32,,1,3
20602,40,,1,0
20603,42,,0,3
20604,39,,1,13
20605,57,,1,0
20606,48,,0,0
20607,37,,1,1
20608,64,,1,1
20609,34,,1,5
20610,25,,1,0
20611,37,,1,5
20612,39,,1,1
20613,53,,1,0
20614,57,,1,0
20615,38,,1,4
20616,44,,1,0
20617,40,,1,2
20618,36,,1,5
20619,33,,0,2
20620,36,,0,6
20621,73,,1,1
20622,43,,1,3
20623,40,,1,0
20624,42,,1,0
20625,36,,1,2
20626,34,,1,4
20627,36,,1,0
20628,42,,0,0
20629,27,,1,0
20630,52,,1,0
20631,35,,1,5
20632,35,,0,2
20633,59,,1,1
20634,54,,1,0
20635,39,,1,0
20636,37,,1,0
20637,32,,1,6
20638,51,,1,9
20639,39,,1,2
20640,48,,1,0
20641,53,,0,6
20642,49,,1,0
20643,32,,1,1
20644,32,,0,5
20645,29,,1,0
20646,41,,0,0
20647,58,,1,0
20648,32,,0,3
20649,64,,1,0
20650,63,,1,0
20651,34,,0,0
20652,71,,1,1
20653,31,,1,0
20654,57,,1,0
20655,40,,1,5
20656,49,,1,1
20657,58,,1,1
20658,39,,0,8
20659,34,,0,1
20660,21,,1,0
20661,38,,1,0
20662,48,,1,1
20663,29,,1,0
20664,37,,1,0
20665,59,,1,0
20666,31,,0,7
20667,32,,1,3
20668,39,,1,6
20669,39,,1,0
20670,46,,0,0
20671,28,,1,0
20672,53,,1,0
20673,45,,0,1
20674,52,,1,1
20675,37,,1,3
20676,42,,0,0
20677,59,,1,0
20678,49,,1,1
20679,40,,1,7
20680,37,,1,2
20681,50,,0,0
20682,32,,1,0
20683,44,,0,3
20684,41,,1,6
20685,53,,1,4
20686,70,,1,0
20687,28,,1,0
20688,54,,1,2
20689,39,,1,42
20690,26,,1,1
20691,36,,0,1
20692,60,,1,0
20693,22,,1,9
20694,22,,1,0
20695,47,,1,1
20696,39,,1,0
20697,54,,1,0
20698,26,,1,0
20699,45,,1,0
20700,56,,0,0
20701,54,,0,0
20702,52,,1,0
20703,35,,0,6
20704,38,,1,12
20705,35,,1,0
20706,54,,1,0
20707,36,,0,1
20708,39,,1,2
20709,39,,1,0
20710,39,,1,0
20711,64,,1,0
20712,64,,1,0
20713,30,,0,0
20714,53,,1,0
20715,37,,0,1
20716,37,,1,0
20717,32,,1,1
20718,48,,0,0
20719,30,,1,2
20720,47,,1,0
20721,48,,1,0
20722,52,,1,1
20723,36,,1,0
20724,58,,1,15
20725,46,,0,0
20726,42,,1,0
20727,61,,1,0
20728,23,,1,1
20729,38,,1,0
20730,59,,1,26
20731,47,,1,0
20732,74,,1,10
20733,36,,1,0
20734,39,,1,0
20735,25,,0,0
20736,19,,1,0
20737,21,,1,0
20738,37,,1,1
20739,45,,1,0
20740,22,,1,0
20741,31,,1,1
20742,26,,1,0
20743,40,,1,0
20744,27,,1,1
20745,51,,1,6
20746,26,,0,0
20747,33,,1,0
20748,38,,1,0
20749,29,,1,3
20750,67,,0,25
20751,34,,1,0
20752,72,,0,1
20753,29,,1,1
20754,29,,1,1
20755,42,,1,0
20756,26,,0,0
20757,53,,0,0
20758,39,,1,3
20759,34,,1,0
20760,34,,0,9
20761,63,,1,0
20762,39,,1,0
20763,39,,1,0
20764,57,,1,1
20765,27,,1,4
20766,31,,1,0
20767,24,,1,12
20768,53,,1,5
20769,72,,1,4
20770,37,,0,0
20771,48,,1,0
20772,41,,1,0
20773,55,,0,0
20774,68,,1,0
20775,35,,1,0
20776,28,,1,2
20777,35,,1,5
20778,42,,1,0
20779,51,,0,3
20780,56,,1,1
20781,29,,0,8
20782,65,,1,1
20783,67,,1,0
20784,33,,1,1
20785,42,,1,0
20786,53,,1,10
20787,56,,1,0
20788,29,,1,0
20789,33,,1,8
20790,62,,1,2
20791,50,,1,0
20792,55,,0,2
20793,33,,1,16
20794,41,,1,3
20795,39,,1,0
20796,39,,1,29
20797,33,,0,1
20798,39,,1,0
20799,38,,1,2
20800,29,,0,3
20801,58,,1,29
20802,44,,1,0
20803,28,,1,0
20804,24,,1,8
20805,51,,1,0
20806,27,,1,5
20807,54,,1,1
20808,35,,1,0
20809,75,,1,0
20810,51,,1,2
20811,29,,1,0
20812,56,,1,0
20813,28,,1,12
20814,39,,1,0
20815,38,,1,0
20816,56,,1,0
20817,47,,1,1
20818,39,,0,0
20819,53,,0,0
20820,42,,1,3
20821,35,,0,3
20822,36,,1,1
20823,28,,1,0
20824,45,,1,0
20825,46,,1,0
20826,44,,0,2
20827,46,,1,0
20828,36,,0,0
20829,41,,1,7
20830,37,,1,2
20831,23,,1,6
20832,49,,0,2
20833,65,,1,0
20834,29,,1,1
20835,67,,1,7
20836,42,,1,0
20837,33,,1,0
20838,22,,0,3
20839,23,,1,0
20840,30,,1,0
20841,58,,1,0
20842,32,,1,1
20843,32,,0,0
20844,65,,1,1
20845,50,,1,0
20846,64,,1,0
20847,37,,1,7
20848,21,,1,0
20849,36,,1,1
20850,37,,1,0
20851,23,,1,1
20852,33,,1,0
20853,43,,0,2
20854,24,,1,33
20855,33,,0,5
20856,43,,1,0
20857,48,,1,14
20858,24,,1,0
20859,36,,1,0
20860,47,,0,0
20861,30,,1,0
20862,27,,1,20
20863,32,,1,0
20864,44,,1,0
20865,38,,1,0
20866,71,,1,0
20867,30,,1,0
20868,36,,1,0
20869,57,,1,1
20870,61,,1,0
20871,54,,1,2
20872,41,,1,1
20873,34,,1,1
20874,59,,0,23
20875,31,,1,0
20876,39,,1,4
20877,39,,1,0
20878,39,,1,0
20879,46,,0,2
20880,35,,1,34
20881,52,,1,0
20882,58,,1,1
20883,46,,0,2
20884,56,,1,0
20885,60,,1,1
20886,28,,1,0
20887,37,,1,0
20888,48,,1,1
20889,49,,1,0
20890,44,,1,24
20891,32,,1,0
20892,57,,1,1
20893,35,,0,0
20894,39,,1,0
20895,42,,1,0
20896,26,,1,0
20897,54,,1,3
20898,38,,0,2
20899,50,,1,0
20900,48,,1,0
20901,48,,0,0
20902,35,,1,0
20903,44,,1,14
20904,51,,1,3
20905,40,,1,0
20906,36,,1,1
20907,34,,1,0
20908,54,,1,1
20909,29,,0,0
20910,46,,1,4
20911,48,,0,0
20912,20,,1,0
20913,52,,1,0
20914,36,,0,13
20915,34,,1,1
20916,34,,1,5
20917,44,,1,1
20918,28,,1,0
20919,30,,1,0
20920,33,,1,0
20921,28,,0,0
20922,38,,0,1
20923,40,,0,2
20924,43,,1,2
20925,35,,1,0
20926,49,,1,2
20927,40,,1,0
20928,62,,1,10
20929,35,,0,3
20930,60,,1,2
20931,66,,1,5
20932,72,,1,2
20933,46,,0,14
20934,26,,1,3
20935,60,,1,5
20936,50,,1,4
20937,27,,1,6
20938,39,,1,0
20939,38,,1,9
20940,63,,1,1
20941,46,,1,0
20942,29,,0,1
20943,31,,1,7
20944,54,,1,0
20945,25,,1,0
20946,27,,1,9
20947,33,,1,1
20948,36,,0,9
20949,56,,1,0
20950,25,,1,2
20951,35,,1,0
20952,32,,1,4
20953,27,,1,0
20954,54,,1,1
20955,40,,1,0
20956,27,,1,0
20957,31,,1,2
20958,72,,1,0
20959,28,,1,0
20960,20,,1,1
20961,48,,1,0
20962,41,,0,0
20963,41,,1,3
20964,68,,1,3
20965,42,,1,5
20966,47,,1,0
20967,62,,1,15
20968,42,,0,0
20969,23,,1,1
20970,61,,1,0
20971,38,,1,9
20972,36,,1,0
20973,51,,1,0
20974,49,,1,0
20975,56,,1,0
20976,40,,1,0
20977,61,,1,4
20978,47,,1,0
20979,46,,1,0
20980,24,,1,3
20981,53,,1,0
20982,25,,1,0
20983,48,,1,7
20984,49,,1,3
20985,26,,0,0
20986,45,,1,0
20987,44,,1,0
20988,51,,1,0
20989,37,,0,15
20990,32,,1,0
20991,35,,1,3
20992,51,,0,4
20993,74,,0,2
20994,59,,1,6
20995,61,,1,4
20996,54,,1,11
20997,28,,1,9
20998,50,,1,5
20999,53,,1,0
21000,52,,1,1
21001,51,,0,1
21002,45,,0,1
21003,23,,1,0
21004,55,,1,0
21005,50,,1,11
21006,53,,1,0
21007,64,,1,3
21008,19,,1,0
21009,34,,1,0
21010,68,,1,0
21011,52,,1,1
21012,63,,1,12
21013,49,,1,3
21014,54,,0,0
21015,53,,1,29
21016,41,,1,6
21017,36,,1,0
21018,33,,1,3
21019,48,,1,0
21020,34,,1,1
21021,52,,1,0
21022,50,,1,0
21023,64,,1,5
21024,64,,1,9
21025,78,,1,16
21026,24,,1,0
21027,34,,1,0
21028,55,,1,10
21029,36,,1,1
21030,26,,1,0
21031,35,,1,2
21032,57,,1,4
21033,59,,1,15
21034,39,,1,1
21035,37,,1,0
21036,29,,1,0
21037,57,,1,0
21038,57,,1,0
21039,44,,0,0
21040,40,,0,1
21041,47,,0,0
21042,39,,1,0
21043,30,,1,0
21044,39,,1,8
21045,48,,1,1
21046,57,,1,5
21047,43,,1,0
21048,69,,1,2
21049,24,,1,2
21050,65,,1,0
21051,46,,1,14
21052,49,,1,10
21053,55,,0,1
21054,31,,0,1
21055,45,,0,1
21056,38,,1,1
21057,33,,1,0
21058,27,,1,1
21059,40,,1,0
21060,39,,1,0
21061,32,,1,1
21062,26,,1,1
21063,31,,1,0
21064,52,,1,0
21065,56,,1,1
21066,34,,1,7
21067,62,,1,3
21068,39,,1,0
21069,38,,0,2
21070,46,,1,2
21071,36,,1,0
21072,29,,1,1
21073,49,,1,0
21074,68,,1,1
21075,48,,1,0
21076,63,,1,5
21077,44,,1,0
21078,39,,1,0
21079,67,,1,0
21080,50,,1,0
21081,63,,0,0
21082,39,,1,1
21083,44,,1,0
21084,47,,1,1
21085,36,,1,0
21086,33,,1,0
21087,32,,0,0
21088,41,,1,0
21089,32,,1,1
21090,70,,1,0
21091,63,,1,14
21092,47,,1,0
21093,28,,1,0
21094,52,,1,6
21095,57,,1,0
21096,65,,1,0
21097,42,,1,2
21098,68,,1,0
21099,36,,1,0
21100,56,,1,0
21101,60,,1,0
21102,33,,1,0
21103,36,,1,2
21104,33,,0,6
21105,28,,1,0
21106,31,,1,0
21107,44,,1,1
21108,47,,1,7
21109,45,,1,4
21110,28,,1,0
21111,36,,1,0
21112,47,,1,4
21113,49,,1,0
21114,38,,0,4
21115,39,,1,0
21116,71,,1,0
21117,35,,1,2
21118,53,,1,1
21119,42,,1,0
21120,40,,1,0
21121,46,,1,1
21122,34,,1,23
21123,42,,1,0
21124,53,,1,14
21125,42,,1,0
21126,68,,1,2
21127,21,,1,0
21128,25,,1,0
21129,29,,1,4
21130,35,,0,0
21131,40,,0,2
21132,20,,1,2
21133,57,,1,18
21134,56,,1,21
21135,68,,1,0
21136,51,,1,0
21137,51,,1,2
21138,52,,0,5
21139,37,,1,0
21140,75,,1,0
21141,47,,1,0
21142,60,,1,1
21143,48,,1,3
21144,34,,1,0
21145,54,,1,2
21146,32,,0,0
21147,47,,1,1
21148,44,,1,0
21149,48,,1,6
21150,30,,1,0
21151,37,,1,9
21152,38,,1,0
21153,55,,1,0
21154,64,,1,0
21155,62,,0,0
21156,27,,1,0
21157,43,,1,0
21158,48,,1,1
21159,23,,1,0
21160,26,,1,0
21161,50,,0,1
21162,35,,1,0
21163,33,,1,0
21164,47,,1,7
21165,38,,1,0
21166,22,,1,0
21167,34,,1,0
21168,59,,1,0
21169,52,,1,0
21170,48,,1,0
21171,57,,1,2
21172,30,,1,0
21173,36,,1,15
21174,28,,1,0
21175,64,,1,3
21176,54,,0,2
21177,51,,1,0
21178,58,,1,0
21179,30,,1,0
21180,45,,1,0
21181,40,,1,0
21182,61,,1,0
21183,35,,1,0
21184,40,,1,0
21185,31,,1,0
21186,48,,0,0
21187,32,,1,0
21188,53,,0,3
21189,41,,0,0
21190,39,,1,0
21191,35,,1,4
21192,55,,1,1
21193,48,,1,0
21194,29,,1,2
21195,61,,1,0
21196,21,,1,0
21197,42,,1,4
21198,39,,1,6
21199,39,,1,1
21200,31,,1,9
21201,41,,0,11
21202,29,,1,0
21203,36,,1,3
21204,37,,1,1
21205,37,,1,3
21206,60,,0,2
21207,54,,1,0
21208,59,,1,1
21209,37,,1,1
21210,52,,1,24
21211,24,,1,0
21212,47,,1,2
21213,51,,0,0
21214,47,,1,1
21215,36,,0,0
21216,54,,1,2
21217,65,,1,1
21218,58,,0,32
21219,46,,1,7
21220,26,,1,1
21221,27,,1,0
21222,55,,1,0
21223,55,,0,2
21224,61,,0,1
21225,50,,1,0
21226,35,,1,0
21227,53,,1,2
21228,26,,1,1
21229,21,,1,0
21230,28,,1,5
21231,36,,1,0
21232,22,,1,0
21233,32,,1,0
21234,26,,1,3
21235,39,,1,6
21236,61,,1,0
21237,53,,1,0
21238,46,,0,3
21239,38,,1,2
21240,28,,1,0
21241,58,,1,6
21242,25,,0,1
21243,42,,1,0
21244,27,,0,0
21245,56,,1,0
21246,24,,1,0
21247,53,,0,5
21248,36,,1,1
21249,59,,1,25
21250,42,,1,7
21251,49,,1,0
21252,39,,1,0
21253,51,,1,0
21254,87,,1,3
21255,42,,1,0
21256,53,,1,6
21257,22,,1,10
21258,42,,0,0
21259,40,,1,0
21260,33,,1,1
21261,48,,1,1
21262,40,,1,0
21263,42,,1,0
21264,39,,1,0
21265,40,,1,3
21266,40,,1,0
21267,38,,1,1
21268,33,,1,0
21269,55,,1,0
21270,66,,1,0
21271,43,,1,4
21272,62,,1,1
21273,44,,1,1
21274,74,,1,0
